# 2025년 49주차 CMP 인프라 정기점검 보고서
# 생성일시: 2025-12-04 07:46:19
# 회사: CMP 인프라
# 담당팀: 플랫폼팀
# 총 점검항목: 255
# 정상: 255 / 경고: 0 / 위험: 0 / 확인불가: 0

점검ID,점검항목,카테고리,환경,점검대상,설명,상태,측정값,임계치,결과메시지,중요도,점검시간
SVC-001,Deployment 상태,Services,STG,STG Services,모든 Deployment Ready 상태,정상,모두 정상,-,모든 Deployment 정상,high,2025-12-04T07:46:19.338603
SVC-002,StatefulSet 상태,Services,STG,STG Services,모든 StatefulSet Ready 상태,정상,모두 정상,-,모든 StatefulSet 정상,high,2025-12-04T07:46:19.338608
SVC-003,DaemonSet 상태,Services,STG,STG Services,모든 DaemonSet Ready 상태,정상,모두 정상,-,모든 DaemonSet 정상,high,2025-12-04T07:46:19.338612
SVC-004,Service Endpoints,Services,STG,STG Services,Endpoint 없는 Service 수,정상,0,-,Endpoint 없는 Service 없음,medium,2025-12-04T07:46:19.338617
SVC-005,Ingress 상태,Services,STG,STG Services,Ingress 리소스 수,정상,5,-,5개 Ingress 확인,info,2025-12-04T07:46:19.338621
SVC-006,Pod 재시작 과다,Services,STG,STG Services,재시작 5회 이상 Pod,정상,모두 정상,-,과다 재시작 Pod 없음,medium,2025-12-04T07:46:19.338626
SVC-007,Pending Pod,Services,STG,STG Services,Pending 상태 Pod 수,정상,0,-,Pending Pod 없음,high,2025-12-04T07:46:19.338631
SVC-008,Failed Pod,Services,STG,STG Services,Failed 상태 Pod 수,정상,0,-,Failed Pod 없음,critical,2025-12-04T07:46:19.338635
SVC-009,CronJob 상태,Services,STG,STG Services,CronJob 개수,정상,3,-,3개 CronJob 확인,info,2025-12-04T07:46:19.338640
SVC-010,Failed Job,Services,STG,STG Services,Failed 상태 Job 수,정상,0,-,Failed Job 없음,medium,2025-12-04T07:46:19.338644
DB-S1,MySQL 연결,Database,STG,STG DB #1,DB #1 MySQL 포트 연결 확인,정상,TCP 3306 Open,-,DB 연결 정상,critical,2025-12-04T07:46:19.338652
DB-S2,MySQL 연결,Database,STG,STG DB #2,DB #2 MySQL 포트 연결 확인,정상,TCP 3306 Open,-,DB 연결 정상,critical,2025-12-04T07:46:19.338660
OS-001,디스크 사용량,PRD Master,PRD,Master #1,루트 파일시스템 디스크 사용률 확인,정상,45,80%,정상 범위,high,2025-12-04T07:46:19.338706
OS-002,메모리 사용량,PRD Master,PRD,Master #1,시스템 메모리 사용률 확인,정상,62.5,85%,정상 범위,high,2025-12-04T07:46:19.338714
OS-003,CPU 사용량,PRD Master,PRD,Master #1,CPU 평균 사용률 확인,정상,23,90%,정상 범위,high,2025-12-04T07:46:19.338720
OS-004,시스템 업타임,PRD Master,PRD,Master #1,시스템 가동 시간 확인,정상,"up 15 days, 4 hours",-,정상 가동 중,info,2025-12-04T07:46:19.338726
OS-005,좀비 프로세스,PRD Master,PRD,Master #1,좀비 프로세스 개수 확인,정상,0,-,좀비 프로세스 없음,medium,2025-12-04T07:46:19.338732
OS-006,로드 애버리지,PRD Master,PRD,Master #1,1분 평균 로드 확인,정상,1.25,8.0,정상 범위,medium,2025-12-04T07:46:19.338738
OS-007,Swap 사용량,PRD Master,PRD,Master #1,Swap 메모리 사용률 확인,정상,12.3,50%,정상 범위,medium,2025-12-04T07:46:19.338745
OS-008,열린 파일 수,PRD Master,PRD,Master #1,시스템 전체 열린 파일 디스크립터 수,정상,3456,100000개,정상 범위,low,2025-12-04T07:46:19.338751
OS-009,네트워크 연결,PRD Master,PRD,Master #1,ESTABLISHED 상태 TCP 연결 수,정상,128,2000개,정상 범위,low,2025-12-04T07:46:19.338758
OS-010,커널 버전,PRD Master,PRD,Master #1,현재 커널 버전 정보,정상,5.15.0-91-generic,-,커널 정보 확인,info,2025-12-04T07:46:19.338764
OS-001,디스크 사용량,PRD Master,PRD,Master #2,루트 파일시스템 디스크 사용률 확인,정상,45,80%,정상 범위,high,2025-12-04T07:46:19.338770
OS-002,메모리 사용량,PRD Master,PRD,Master #2,시스템 메모리 사용률 확인,정상,62.5,85%,정상 범위,high,2025-12-04T07:46:19.338776
OS-003,CPU 사용량,PRD Master,PRD,Master #2,CPU 평균 사용률 확인,정상,23,90%,정상 범위,high,2025-12-04T07:46:19.338784
OS-004,시스템 업타임,PRD Master,PRD,Master #2,시스템 가동 시간 확인,정상,"up 15 days, 4 hours",-,정상 가동 중,info,2025-12-04T07:46:19.338791
OS-005,좀비 프로세스,PRD Master,PRD,Master #2,좀비 프로세스 개수 확인,정상,0,-,좀비 프로세스 없음,medium,2025-12-04T07:46:19.338797
OS-006,로드 애버리지,PRD Master,PRD,Master #2,1분 평균 로드 확인,정상,1.25,8.0,정상 범위,medium,2025-12-04T07:46:19.338803
OS-007,Swap 사용량,PRD Master,PRD,Master #2,Swap 메모리 사용률 확인,정상,12.3,50%,정상 범위,medium,2025-12-04T07:46:19.338809
OS-008,열린 파일 수,PRD Master,PRD,Master #2,시스템 전체 열린 파일 디스크립터 수,정상,3456,100000개,정상 범위,low,2025-12-04T07:46:19.338816
OS-009,네트워크 연결,PRD Master,PRD,Master #2,ESTABLISHED 상태 TCP 연결 수,정상,128,2000개,정상 범위,low,2025-12-04T07:46:19.338822
OS-010,커널 버전,PRD Master,PRD,Master #2,현재 커널 버전 정보,정상,5.15.0-91-generic,-,커널 정보 확인,info,2025-12-04T07:46:19.338828
OS-001,디스크 사용량,PRD Master,PRD,Master #3,루트 파일시스템 디스크 사용률 확인,정상,45,80%,정상 범위,high,2025-12-04T07:46:19.338835
OS-002,메모리 사용량,PRD Master,PRD,Master #3,시스템 메모리 사용률 확인,정상,62.5,85%,정상 범위,high,2025-12-04T07:46:19.338841
OS-003,CPU 사용량,PRD Master,PRD,Master #3,CPU 평균 사용률 확인,정상,23,90%,정상 범위,high,2025-12-04T07:46:19.338848
OS-004,시스템 업타임,PRD Master,PRD,Master #3,시스템 가동 시간 확인,정상,"up 15 days, 4 hours",-,정상 가동 중,info,2025-12-04T07:46:19.338855
OS-005,좀비 프로세스,PRD Master,PRD,Master #3,좀비 프로세스 개수 확인,정상,0,-,좀비 프로세스 없음,medium,2025-12-04T07:46:19.338861
OS-006,로드 애버리지,PRD Master,PRD,Master #3,1분 평균 로드 확인,정상,1.25,8.0,정상 범위,medium,2025-12-04T07:46:19.338868
OS-007,Swap 사용량,PRD Master,PRD,Master #3,Swap 메모리 사용률 확인,정상,12.3,50%,정상 범위,medium,2025-12-04T07:46:19.338875
OS-008,열린 파일 수,PRD Master,PRD,Master #3,시스템 전체 열린 파일 디스크립터 수,정상,3456,100000개,정상 범위,low,2025-12-04T07:46:19.338883
OS-009,네트워크 연결,PRD Master,PRD,Master #3,ESTABLISHED 상태 TCP 연결 수,정상,128,2000개,정상 범위,low,2025-12-04T07:46:19.338889
OS-010,커널 버전,PRD Master,PRD,Master #3,현재 커널 버전 정보,정상,5.15.0-91-generic,-,커널 정보 확인,info,2025-12-04T07:46:19.338896
OS-001,디스크 사용량,PRD Worker,PRD,Worker #1,루트 파일시스템 디스크 사용률 확인,정상,45,80%,정상 범위,high,2025-12-04T07:46:19.338903
OS-002,메모리 사용량,PRD Worker,PRD,Worker #1,시스템 메모리 사용률 확인,정상,62.5,85%,정상 범위,high,2025-12-04T07:46:19.338909
OS-003,CPU 사용량,PRD Worker,PRD,Worker #1,CPU 평균 사용률 확인,정상,23,90%,정상 범위,high,2025-12-04T07:46:19.338916
OS-004,시스템 업타임,PRD Worker,PRD,Worker #1,시스템 가동 시간 확인,정상,"up 15 days, 4 hours",-,정상 가동 중,info,2025-12-04T07:46:19.338922
OS-005,좀비 프로세스,PRD Worker,PRD,Worker #1,좀비 프로세스 개수 확인,정상,0,-,좀비 프로세스 없음,medium,2025-12-04T07:46:19.338929
OS-006,로드 애버리지,PRD Worker,PRD,Worker #1,1분 평균 로드 확인,정상,1.25,8.0,정상 범위,medium,2025-12-04T07:46:19.338935
OS-007,Swap 사용량,PRD Worker,PRD,Worker #1,Swap 메모리 사용률 확인,정상,12.3,50%,정상 범위,medium,2025-12-04T07:46:19.338942
OS-008,열린 파일 수,PRD Worker,PRD,Worker #1,시스템 전체 열린 파일 디스크립터 수,정상,3456,100000개,정상 범위,low,2025-12-04T07:46:19.338948
OS-009,네트워크 연결,PRD Worker,PRD,Worker #1,ESTABLISHED 상태 TCP 연결 수,정상,128,2000개,정상 범위,low,2025-12-04T07:46:19.338955
OS-010,커널 버전,PRD Worker,PRD,Worker #1,현재 커널 버전 정보,정상,5.15.0-91-generic,-,커널 정보 확인,info,2025-12-04T07:46:19.338962
OS-001,디스크 사용량,PRD Worker,PRD,Worker #2,루트 파일시스템 디스크 사용률 확인,정상,45,80%,정상 범위,high,2025-12-04T07:46:19.338968
OS-002,메모리 사용량,PRD Worker,PRD,Worker #2,시스템 메모리 사용률 확인,정상,62.5,85%,정상 범위,high,2025-12-04T07:46:19.338975
OS-003,CPU 사용량,PRD Worker,PRD,Worker #2,CPU 평균 사용률 확인,정상,23,90%,정상 범위,high,2025-12-04T07:46:19.338981
OS-004,시스템 업타임,PRD Worker,PRD,Worker #2,시스템 가동 시간 확인,정상,"up 15 days, 4 hours",-,정상 가동 중,info,2025-12-04T07:46:19.338989
OS-005,좀비 프로세스,PRD Worker,PRD,Worker #2,좀비 프로세스 개수 확인,정상,0,-,좀비 프로세스 없음,medium,2025-12-04T07:46:19.338995
OS-006,로드 애버리지,PRD Worker,PRD,Worker #2,1분 평균 로드 확인,정상,1.25,8.0,정상 범위,medium,2025-12-04T07:46:19.339002
OS-007,Swap 사용량,PRD Worker,PRD,Worker #2,Swap 메모리 사용률 확인,정상,12.3,50%,정상 범위,medium,2025-12-04T07:46:19.339009
OS-008,열린 파일 수,PRD Worker,PRD,Worker #2,시스템 전체 열린 파일 디스크립터 수,정상,3456,100000개,정상 범위,low,2025-12-04T07:46:19.339016
OS-009,네트워크 연결,PRD Worker,PRD,Worker #2,ESTABLISHED 상태 TCP 연결 수,정상,128,2000개,정상 범위,low,2025-12-04T07:46:19.339022
OS-010,커널 버전,PRD Worker,PRD,Worker #2,현재 커널 버전 정보,정상,5.15.0-91-generic,-,커널 정보 확인,info,2025-12-04T07:46:19.339026
OS-001,디스크 사용량,PRD Worker,PRD,Worker #3,루트 파일시스템 디스크 사용률 확인,정상,45,80%,정상 범위,high,2025-12-04T07:46:19.339030
OS-002,메모리 사용량,PRD Worker,PRD,Worker #3,시스템 메모리 사용률 확인,정상,62.5,85%,정상 범위,high,2025-12-04T07:46:19.339034
OS-003,CPU 사용량,PRD Worker,PRD,Worker #3,CPU 평균 사용률 확인,정상,23,90%,정상 범위,high,2025-12-04T07:46:19.339039
OS-004,시스템 업타임,PRD Worker,PRD,Worker #3,시스템 가동 시간 확인,정상,"up 15 days, 4 hours",-,정상 가동 중,info,2025-12-04T07:46:19.339043
OS-005,좀비 프로세스,PRD Worker,PRD,Worker #3,좀비 프로세스 개수 확인,정상,0,-,좀비 프로세스 없음,medium,2025-12-04T07:46:19.339047
OS-006,로드 애버리지,PRD Worker,PRD,Worker #3,1분 평균 로드 확인,정상,1.25,8.0,정상 범위,medium,2025-12-04T07:46:19.339051
OS-007,Swap 사용량,PRD Worker,PRD,Worker #3,Swap 메모리 사용률 확인,정상,12.3,50%,정상 범위,medium,2025-12-04T07:46:19.339055
OS-008,열린 파일 수,PRD Worker,PRD,Worker #3,시스템 전체 열린 파일 디스크립터 수,정상,3456,100000개,정상 범위,low,2025-12-04T07:46:19.339059
OS-009,네트워크 연결,PRD Worker,PRD,Worker #3,ESTABLISHED 상태 TCP 연결 수,정상,128,2000개,정상 범위,low,2025-12-04T07:46:19.339063
OS-010,커널 버전,PRD Worker,PRD,Worker #3,현재 커널 버전 정보,정상,5.15.0-91-generic,-,커널 정보 확인,info,2025-12-04T07:46:19.339067
K8S-001,노드 상태,Kubernetes,PRD,PRD Cluster,모든 노드 Ready 상태 확인,정상,"master-01:Ready
master-02:Ready
master-03:Ready
worker-01:Ready
worker-02:Ready
worker-03:Ready",-,모두 정상 (6/6),critical,2025-12-04T07:46:19.339076
K8S-002,노드 CPU 사용량,Kubernetes,PRD,PRD Cluster,노드별 CPU 사용률,정상,"master-01:32%
worker-01:45%
worker-02:38%
worker-03:52%",80%,모든 노드 정상,high,2025-12-04T07:46:19.339080
K8S-003,노드 메모리 사용량,Kubernetes,PRD,PRD Cluster,노드별 메모리 사용률,정상,"master-01:58%
worker-01:62%
worker-02:55%
worker-03:71%",80%,모든 노드 정상,high,2025-12-04T07:46:19.339085
K8S-004,Control Plane Pod 상태,Kubernetes,PRD,PRD Cluster,kube-system 네임스페이스 Pod 상태,정상,"coredns-xxx:Running
etcd-master:Running
kube-apiserver:Running
kube-scheduler:Running",-,모든 시스템 Pod 정상,critical,2025-12-04T07:46:19.339089
K8S-005,etcd 상태,Kubernetes,PRD,PRD Cluster,etcd 클러스터 상태 확인,정상,"etcd-master-01:Running
etcd-master-02:Running
etcd-master-03:Running",-,etcd 클러스터 정상,critical,2025-12-04T07:46:19.339094
K8S-006,PV 상태,Kubernetes,PRD,PRD Cluster,PersistentVolume 바인딩 상태,정상,"pv-data-01:Bound
pv-data-02:Bound",-,모든 PV Bound,high,2025-12-04T07:46:19.339098
K8S-007,PVC 상태,Kubernetes,PRD,PRD Cluster,PersistentVolumeClaim 바인딩 상태,정상,"pvc-01:Bound
pvc-02:Bound",-,모든 PVC Bound,high,2025-12-04T07:46:19.339102
K8S-008,Warning 이벤트,Kubernetes,PRD,PRD Cluster,최근 Warning 이벤트 수,정상,5,20개,Warning 이벤트 정상 범위,medium,2025-12-04T07:46:19.339106
K8S-009,NotReady 노드,Kubernetes,PRD,PRD Cluster,NotReady 상태 노드 수,정상,0,-,NotReady 노드 없음,critical,2025-12-04T07:46:19.339111
K8S-010,클러스터 버전,Kubernetes,PRD,PRD Cluster,Kubernetes 클러스터 버전,정상,v1.28.4,-,버전 정보 확인,info,2025-12-04T07:46:19.339115
SVC-001,Deployment 상태,Services,PRD,PRD Services,모든 Deployment Ready 상태,정상,모두 정상,-,모든 Deployment 정상,high,2025-12-04T07:46:19.339121
SVC-002,StatefulSet 상태,Services,PRD,PRD Services,모든 StatefulSet Ready 상태,정상,모두 정상,-,모든 StatefulSet 정상,high,2025-12-04T07:46:19.339126
SVC-003,DaemonSet 상태,Services,PRD,PRD Services,모든 DaemonSet Ready 상태,정상,모두 정상,-,모든 DaemonSet 정상,high,2025-12-04T07:46:19.339130
SVC-004,Service Endpoints,Services,PRD,PRD Services,Endpoint 없는 Service 수,정상,0,-,Endpoint 없는 Service 없음,medium,2025-12-04T07:46:19.339134
SVC-005,Ingress 상태,Services,PRD,PRD Services,Ingress 리소스 수,정상,5,-,5개 Ingress 확인,info,2025-12-04T07:46:19.339138
SVC-006,Pod 재시작 과다,Services,PRD,PRD Services,재시작 5회 이상 Pod,정상,모두 정상,-,과다 재시작 Pod 없음,medium,2025-12-04T07:46:19.339143
SVC-007,Pending Pod,Services,PRD,PRD Services,Pending 상태 Pod 수,정상,0,-,Pending Pod 없음,high,2025-12-04T07:46:19.339147
SVC-008,Failed Pod,Services,PRD,PRD Services,Failed 상태 Pod 수,정상,0,-,Failed Pod 없음,critical,2025-12-04T07:46:19.339151
SVC-009,CronJob 상태,Services,PRD,PRD Services,CronJob 개수,정상,3,-,3개 CronJob 확인,info,2025-12-04T07:46:19.339156
SVC-010,Failed Job,Services,PRD,PRD Services,Failed 상태 Job 수,정상,0,-,Failed Job 없음,medium,2025-12-04T07:46:19.339160
DB-P1,MySQL 연결,Database,PRD,PRD DB #1,DB #1 MySQL 포트 연결 확인,정상,TCP 3306 Open,-,DB 연결 정상,critical,2025-12-04T07:46:19.339168
DB-P2,MySQL 연결,Database,PRD,PRD DB #2,DB #2 MySQL 포트 연결 확인,정상,TCP 3306 Open,-,DB 연결 정상,critical,2025-12-04T07:46:19.339173
